,Course,Daytime/evening attendance,Mother's occupation,Father's occupation,Displaced,Tuition fees up to date,Scholarship holder,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,GDP
509,15,1,10,10,1,1,0,0,0,6,6,6,14.0,0,6,6,6,14.666666666666666,10.8,1.74
510,12,1,10,10,1,1,1,0,0,8,8,7,14.428571428571429,0,8,8,7,14.428571428571429,12.7,-1.7
511,15,1,6,6,0,1,0,0,0,6,9,6,12.5,0,6,9,6,13.0,7.6,0.32
512,14,1,8,8,0,1,1,0,0,6,6,6,13.0,0,6,6,6,14.0,13.9,0.79
513,9,1,10,8,0,1,0,0,0,5,7,2,10.0,0,5,11,2,14.0,10.8,1.74
514,10,1,6,6,0,1,1,0,0,6,8,6,11.428571428571429,0,6,11,5,11.2,10.8,1.74
515,12,1,8,8,1,1,0,0,0,8,8,8,12.8875,0,8,8,8,12.8875,9.4,-3.12
516,12,1,10,5,1,1,1,0,0,7,7,6,12.95,0,7,7,6,12.95,7.6,0.32
517,9,1,10,10,1,1,0,0,0,5,12,1,10.0,0,5,5,0,0.0,12.7,-1.7
518,12,1,6,6,1,1,1,0,0,7,7,7,13.094285714285714,0,8,8,8,12.55,12.4,1.79
519,14,1,8,8,1,1,0,0,0,6,7,0,0.0,0,6,6,0,0.0,16.2,-0.92
520,10,1,8,7,1,1,1,0,0,6,12,5,11.714285714285714,0,6,11,6,11.0,12.7,-1.7
521,2,1,8,11,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,15.5,-4.06
522,16,1,10,6,0,1,0,0,0,6,6,6,13.166666666666666,0,6,6,6,13.333333333333334,7.6,0.32
523,6,1,6,5,1,1,0,0,0,5,7,4,12.75,0,5,5,5,13.4,10.8,1.74
524,12,1,10,7,0,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,13.9,0.79
525,4,1,10,5,0,1,0,0,0,6,8,6,14.166666666666666,0,6,9,6,15.0,15.5,-4.06
526,10,1,5,3,1,1,0,0,0,6,8,4,11.75,0,6,8,4,12.25,9.4,-3.12
527,12,1,10,8,1,1,1,0,0,7,7,6,13.7,0,7,7,6,13.7,7.6,0.32
528,6,1,5,12,1,1,0,0,0,5,8,1,14.0,0,5,12,0,0.0,10.8,1.74
529,10,1,1,1,1,1,0,0,0,6,10,0,0.0,0,6,0,0,0.0,7.6,0.32
530,16,1,10,10,0,1,1,0,0,7,10,6,13.0,0,7,7,7,13.285714285714286,12.4,1.79
531,9,1,10,10,1,1,0,0,0,5,8,3,11.0,0,5,9,2,11.5,7.6,0.32
532,12,1,10,10,0,1,0,0,0,7,15,1,10.75,0,7,10,1,10.0,13.9,0.79
533,15,1,6,6,1,1,0,0,0,6,6,6,13.0,0,6,8,5,12.4,12.4,1.79
534,10,1,10,5,1,1,1,0,0,6,8,6,14.0,0,6,8,6,12.285714285714286,16.2,-0.92
535,6,1,10,11,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,15.5,-4.06
536,13,1,10,8,1,1,1,0,0,7,7,7,15.285714285714286,0,8,8,8,16.075,12.4,1.79
537,11,1,8,8,1,1,0,0,0,6,6,6,13.166666666666666,0,6,6,6,12.666666666666666,11.1,2.02
538,9,1,4,4,0,1,0,0,0,5,7,5,13.6,0,5,11,5,12.833333333333334,16.2,-0.92
539,9,1,10,3,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,15.5,-4.06
540,4,1,5,9,0,1,0,0,0,6,7,6,13.571428571428571,0,6,6,6,12.666666666666666,12.4,1.79
541,12,1,2,11,0,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,9.4,-3.12
542,14,1,5,12,1,1,0,0,0,5,6,3,13.333333333333334,0,5,5,1,11.0,7.6,0.32
543,15,1,10,10,0,1,1,0,0,6,6,6,12.0,0,6,7,6,11.666666666666666,16.2,-0.92
544,15,1,10,5,1,1,0,0,0,6,6,6,12.5,0,6,7,5,13.0,12.4,1.79
545,9,1,6,6,1,1,1,0,0,5,6,5,13.2,0,5,6,5,12.666666666666666,16.2,-0.92
546,8,1,3,5,0,1,0,0,0,5,7,3,13.666666666666666,0,5,5,5,13.2,7.6,0.32
547,15,1,4,8,1,1,1,0,0,6,7,6,11.666666666666666,0,6,12,5,10.2,12.4,1.79
548,4,1,3,9,0,1,0,0,0,6,9,5,13.4,0,6,9,5,12.4,8.9,3.51
549,4,1,10,11,0,1,0,0,0,6,9,0,0.0,0,6,6,0,0.0,13.9,0.79
550,14,1,1,1,0,1,0,0,0,5,5,4,13.75,0,5,5,4,14.75,7.6,0.32
551,9,1,8,4,1,1,0,0,0,5,5,1,10.0,0,5,5,0,0.0,7.6,0.32
552,16,1,8,8,0,1,0,0,0,2,4,1,16.0,0,4,5,4,15.5,13.9,0.79
553,12,1,10,9,1,1,0,0,0,7,7,6,12.666666666666666,0,7,7,6,12.666666666666666,7.6,0.32
554,6,1,30,29,0,1,1,0,0,5,6,5,11.8,0,5,7,4,13.25,10.8,1.74
555,15,1,5,6,0,1,0,0,0,6,6,6,12.0,0,6,6,6,12.5,12.7,-1.7
556,9,1,3,11,0,1,0,0,0,5,8,2,10.0,0,5,8,1,16.0,7.6,0.32
557,12,1,4,4,0,1,0,0,0,8,8,7,13.714285714285714,0,8,8,7,13.714285714285714,12.7,-1.7
558,4,1,5,7,0,1,0,0,0,6,14,6,14.875,0,6,12,6,15.8,16.2,-0.92
559,5,1,6,1,1,1,0,0,0,6,7,5,10.8,0,6,6,0,0.0,7.6,0.32
560,10,1,4,5,1,1,0,0,0,6,11,3,12.0,0,6,12,2,10.0,11.1,2.02
561,12,1,10,3,1,1,0,0,0,7,7,7,14.728571428571428,0,8,11,8,16.327272727272728,16.2,-0.92
562,8,1,3,3,1,1,0,0,0,6,8,6,12.0,0,6,8,5,14.8,12.4,1.79
563,15,1,4,4,1,1,0,0,0,6,8,6,11.428571428571429,0,6,7,6,11.0,11.1,2.02
564,11,1,4,4,1,1,0,0,0,6,8,6,12.666666666666666,0,6,8,5,13.4,11.1,2.02
565,5,1,1,1,1,1,0,0,0,6,6,6,12.5,0,6,6,6,13.0,7.6,0.32
566,5,1,6,6,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,15.5,-4.06
567,2,1,3,6,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,2.02
568,9,1,8,8,1,1,1,0,0,5,8,5,11.2,0,5,5,3,11.0,12.4,1.79
569,10,1,4,5,1,1,0,0,0,6,6,6,16.5,0,6,7,6,17.428571428571427,11.1,2.02
570,6,1,6,6,1,1,0,0,0,5,9,3,13.666666666666666,0,5,5,5,12.0,12.7,-1.7
571,12,1,10,7,1,1,1,0,0,8,8,7,15.228571428571428,0,8,8,7,15.228571428571428,12.7,-1.7
572,12,1,6,6,0,1,1,0,0,8,8,7,14.428571428571429,0,8,8,7,14.428571428571429,12.7,-1.7
573,14,1,4,4,1,1,0,0,0,6,8,6,13.875,0,6,7,6,13.714285714285714,11.1,2.02
574,12,1,10,11,1,1,0,0,0,7,10,7,13.128,0,8,13,6,13.193333333333332,15.5,-4.06
575,12,1,5,4,1,1,0,0,0,7,9,6,11.605,0,8,10,7,12.4125,16.2,-0.92
576,9,1,5,6,0,1,1,0,0,5,5,5,14.6,0,5,8,5,12.0,12.7,-1.7
577,15,1,5,6,1,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,11.1,2.02
578,9,1,29,28,1,1,1,0,0,5,6,5,11.8,0,5,6,5,11.6,8.9,3.51
579,11,1,10,9,1,1,0,0,0,6,6,6,12.333333333333334,0,6,6,6,12.333333333333334,12.4,1.79
580,9,1,10,10,1,1,1,0,0,5,5,4,11.0,0,5,5,0,0.0,11.1,2.02
581,15,1,5,10,1,1,1,0,0,6,6,6,11.833333333333334,0,6,7,6,12.285714285714286,15.5,-4.06
582,12,1,5,8,1,1,1,0,0,8,8,8,12.98125,0,8,8,8,12.98125,9.4,-3.12
583,12,1,3,3,0,1,0,0,0,8,12,6,11.68,0,8,12,6,11.68,10.8,1.74
584,5,1,10,10,0,1,0,0,0,6,6,6,14.5,0,6,7,6,13.5,11.1,2.02
585,16,1,29,36,1,1,0,0,0,7,7,7,13.142857142857142,0,7,8,7,12.857142857142858,8.9,3.51
586,6,1,5,12,0,1,0,0,0,5,6,5,14.2,0,5,7,5,11.8,7.6,0.32
587,11,1,10,10,0,1,1,0,0,6,8,5,11.666666666666666,0,6,7,5,12.2,8.9,3.51
588,12,1,10,5,1,1,0,0,0,7,8,7,13.175,0,8,8,8,14.875,13.9,0.79
589,12,1,10,10,1,1,1,0,0,8,8,7,13.314285714285717,0,8,8,7,13.314285714285717,12.7,-1.7
590,9,1,5,4,1,1,1,0,0,5,13,3,10.6,0,5,12,3,10.5,13.9,0.79
591,15,1,9,9,0,1,0,0,0,6,7,6,13.428571428571429,0,6,7,6,14.142857142857142,13.9,0.79
592,6,1,10,10,1,1,1,0,0,5,7,4,13.25,0,5,8,5,15.571428571428571,10.8,1.74
593,5,1,8,8,1,1,0,0,0,6,6,2,13.0,0,6,6,0,0.0,12.4,1.79
594,10,1,10,8,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,11.1,2.02
595,10,1,5,3,0,1,0,0,0,6,6,6,14.0,0,6,6,6,13.166666666666666,10.8,1.74
596,5,1,5,6,1,1,0,0,0,6,8,5,11.8,0,6,7,5,10.4,16.2,-0.92
597,12,1,10,8,0,1,1,0,0,8,8,7,12.791428571428572,0,8,8,7,12.791428571428572,10.8,1.74
598,12,1,10,10,1,1,1,0,0,7,11,6,11.994444444444444,0,8,11,7,12.43142857142857,15.5,-4.06
599,11,1,5,8,1,1,0,0,0,6,9,5,11.6,0,6,12,5,12.2,13.9,0.79
600,15,1,3,11,1,1,0,0,0,6,8,6,13.166666666666666,0,6,7,6,13.166666666666666,10.8,1.74
601,12,1,5,5,1,1,0,0,0,8,8,7,14.1,0,8,8,7,14.1,10.8,1.74
602,12,1,10,7,1,1,1,0,0,7,8,6,12.396666666666668,0,8,9,7,12.94285714285714,11.1,2.02
603,12,1,6,6,0,1,0,0,0,7,7,7,15.014285714285714,0,8,8,8,16.0875,12.4,1.79
604,2,1,5,9,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79
605,12,1,5,8,1,1,0,0,0,7,8,7,14.05,0,8,8,8,15.1,13.9,0.79
606,12,1,5,6,1,1,0,0,0,7,8,7,14.85,0,8,8,8,15.2,13.9,0.79
607,6,1,3,3,1,1,0,0,0,6,10,6,13.0,0,6,19,5,13.0,12.4,1.79
608,12,1,10,8,1,1,1,0,0,7,8,7,14.7875,0,8,8,8,15.8625,13.9,0.79
609,12,1,6,8,0,1,1,0,0,7,7,7,13.7,0,8,9,7,14.671428571428574,12.4,1.79
610,12,1,5,5,1,1,1,0,0,7,7,7,12.495714285714286,0,8,9,7,12.242857142857144,11.1,2.02
611,12,1,2,8,0,1,0,0,0,7,7,6,14.566666666666668,0,7,7,6,14.566666666666668,7.6,0.32
612,12,1,5,11,0,1,0,0,0,8,8,7,12.685714285714283,0,8,8,7,12.685714285714283,12.7,-1.7
613,5,1,8,8,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,15.5,-4.06
614,12,1,5,5,0,1,0,0,0,8,8,8,14.445,0,8,8,8,14.445,9.4,-3.12
615,12,1,6,7,1,1,1,0,0,7,7,6,13.416666666666666,0,7,7,6,13.416666666666666,7.6,0.32
616,9,1,4,4,0,1,0,0,0,5,8,5,12.333333333333334,0,5,7,5,11.4,15.5,-4.06
617,12,1,10,9,1,1,0,0,0,7,8,7,13.1,0,8,8,8,14.8125,13.9,0.79
618,14,1,10,10,1,1,0,0,0,6,9,4,13.2,0,6,10,5,12.8,12.4,1.79
619,12,1,5,5,1,1,1,0,0,8,8,8,14.75,0,8,8,8,14.75,9.4,-3.12
620,6,1,2,12,0,1,0,0,0,5,6,4,13.75,0,5,8,5,14.857142857142858,7.6,0.32
621,10,1,10,6,0,1,0,0,0,6,11,5,12.4,0,6,7,6,13.0,9.4,-3.12
622,15,1,5,8,1,1,0,0,0,6,6,6,13.333333333333334,0,6,6,6,12.0,11.1,2.02
623,11,1,6,10,1,1,0,0,0,6,8,4,12.5,0,6,11,1,14.0,7.6,0.32
624,2,1,3,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79
625,12,1,5,10,1,1,1,0,0,7,8,6,13.533333333333331,0,8,9,7,13.614285714285714,12.4,1.79
626,5,1,5,1,0,1,1,0,0,6,6,6,13.166666666666666,0,6,6,6,12.666666666666666,11.1,2.02
627,11,1,10,10,1,1,1,0,0,6,9,5,13.2,0,6,8,5,11.0,12.4,1.79
628,16,1,10,5,1,1,1,0,0,7,7,7,13.428571428571429,0,7,7,7,14.857142857142858,11.1,2.02
629,8,1,3,2,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,15.5,-4.06
630,14,1,10,6,0,1,1,0,0,6,6,6,13.666666666666666,0,6,9,6,13.666666666666666,8.9,3.51
631,15,1,18,16,0,1,0,0,0,6,6,5,11.0,0,6,6,6,13.166666666666666,16.2,-0.92
632,8,1,5,6,0,1,0,0,0,5,7,4,12.0,0,5,6,5,12.0,7.6,0.32
633,15,1,6,9,0,1,0,0,0,6,6,0,0.0,0,6,0,0,0.0,8.9,3.51
634,10,1,1,8,1,1,0,0,0,6,14,5,11.0,0,6,6,6,11.666666666666666,7.6,0.32
635,15,1,5,5,1,1,0,0,0,6,12,5,12.0,0,6,8,6,11.571428571428571,15.5,-4.06
636,12,1,10,10,1,1,1,0,0,7,7,7,13.308571428571428,0,8,10,8,12.55,12.4,1.79
637,11,1,10,10,1,1,0,0,0,6,10,5,12.2,0,6,8,4,11.25,9.4,-3.12
638,15,1,6,4,0,1,1,0,0,6,7,6,12.666666666666666,0,6,6,6,12.833333333333334,10.8,1.74
639,12,1,2,10,1,1,1,0,0,8,8,8,14.07125,0,8,8,8,14.07125,9.4,-3.12
640,6,1,10,10,1,1,0,0,0,5,14,4,14.25,0,5,9,5,13.2,9.4,-3.12
641,10,1,1,6,1,1,0,0,0,6,12,2,13.0,0,6,8,5,11.6,7.6,0.32
642,2,1,10,10,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74
643,12,1,1,1,1,1,1,0,0,8,8,7,14.901428571428571,0,8,8,7,14.901428571428571,9.4,-3.12
644,12,1,9,9,1,1,1,0,0,7,8,7,12.65,0,8,9,8,12.445555555555554,15.5,-4.06
645,6,1,12,8,1,1,0,0,0,5,7,4,12.4,0,5,9,5,12.666666666666666,7.6,0.32
646,4,1,7,7,0,1,0,0,0,6,7,6,12.0,0,6,7,6,12.666666666666666,12.4,1.79
647,12,1,7,8,1,1,1,0,0,7,8,7,12.135714285714286,0,8,10,7,13.328571428571427,12.4,1.79
648,12,1,10,8,0,1,1,0,0,7,12,6,13.766666666666666,0,8,10,7,14.051428571428572,15.5,-4.06
649,12,1,10,8,1,1,0,0,0,8,8,8,13.11625,0,8,8,8,13.11625,9.4,-3.12
650,12,1,10,6,0,1,0,0,0,7,9,6,12.7,0,8,8,7,13.571428571428571,13.9,0.79
651,12,1,6,10,1,1,1,0,0,7,7,6,12.333333333333334,0,7,7,6,12.333333333333334,7.6,0.32
652,14,1,6,6,0,1,0,0,0,5,6,5,13.333333333333334,0,5,6,5,13.2,7.6,0.32
653,4,1,10,10,0,1,1,0,0,6,8,6,13.0,0,6,11,5,13.0,15.5,-4.06
654,15,1,10,10,0,1,1,0,0,6,6,6,12.833333333333334,0,6,6,6,13.5,16.2,-0.92
655,14,1,10,10,0,1,1,0,0,5,5,5,13.2,0,5,5,4,13.0,9.4,-3.12
656,9,1,10,7,0,1,1,0,0,5,5,5,14.0,0,5,6,5,13.6,12.4,1.79
657,12,1,6,9,1,1,1,0,0,8,8,7,12.114285714285714,0,8,8,7,12.114285714285714,12.7,-1.7
658,12,1,8,8,1,1,1,0,0,8,8,8,13.05875,0,8,8,8,13.05875,9.4,-3.12
659,12,1,10,6,0,1,1,0,0,7,7,7,14.071428571428571,0,8,8,8,15.1625,13.9,0.79
660,5,1,10,10,1,1,1,0,0,6,6,6,14.0,0,6,8,6,13.625,10.8,1.74
661,11,1,5,10,1,1,1,0,0,6,8,6,12.166666666666666,0,6,11,3,11.666666666666666,10.8,1.74
662,12,1,4,4,1,1,0,0,0,8,8,7,13.297142857142855,0,8,8,7,13.297142857142855,10.8,1.74
663,6,1,5,7,1,1,0,0,0,6,14,6,13.923076923076923,0,6,9,6,14.25,15.5,-4.06
664,12,1,6,7,1,1,0,0,0,7,11,7,13.37,0,8,13,7,12.833333333333334,15.5,-4.06
665,14,1,3,3,1,1,0,0,0,5,5,4,15.0,0,5,5,4,13.75,7.6,0.32
666,16,1,10,6,0,1,1,0,0,6,6,6,13.333333333333334,0,6,7,6,12.571428571428571,12.7,-1.7
667,12,1,5,5,0,1,0,0,0,8,8,7,13.485714285714284,0,8,8,7,13.485714285714284,12.7,-1.7
668,5,1,5,6,0,1,1,0,0,6,6,6,12.0,0,6,8,6,11.285714285714286,8.9,3.51
669,2,1,10,2,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,15.5,-4.06
670,12,1,8,8,1,1,0,0,0,8,11,7,13.258571428571427,0,8,11,7,13.258571428571427,10.8,1.74
671,11,1,10,8,1,1,1,0,0,6,7,6,13.571428571428571,0,6,6,6,12.5,8.9,3.51
672,9,1,4,10,1,1,1,0,0,5,7,5,14.2,0,5,7,5,13.285714285714286,11.1,2.02
673,12,1,10,6,1,1,0,0,0,8,8,7,14.652857142857142,0,8,8,7,14.652857142857142,10.8,1.74
674,15,1,1,1,0,1,0,0,0,6,9,6,12.333333333333334,0,6,11,5,13.0,7.6,0.32
675,15,1,3,8,1,1,1,0,0,6,6,6,14.0,0,6,7,6,13.857142857142858,15.5,-4.06
676,14,1,6,8,0,1,0,0,0,5,7,4,11.5,0,5,6,4,11.75,9.4,-3.12
677,9,1,6,8,0,1,0,0,0,5,6,5,11.2,0,5,5,5,13.2,12.4,1.79
678,12,1,5,4,1,1,1,0,0,8,8,7,15.07,0,8,8,7,15.07,10.8,1.74
679,7,1,1,1,0,1,0,0,0,5,6,1,10.0,0,5,7,1,12.0,10.8,1.74
680,14,1,10,10,1,1,0,0,0,6,11,4,13.0,0,6,11,4,12.6,12.7,-1.7
681,11,1,6,6,1,1,0,0,0,6,7,4,11.0,0,6,7,3,11.25,16.2,-0.92
682,10,1,6,7,1,1,0,0,0,6,8,6,13.571428571428571,0,6,11,5,12.166666666666666,9.4,-3.12
683,12,1,10,10,0,1,0,0,0,7,13,3,11.833333333333334,0,7,14,2,10.0,16.2,-0.92
684,13,1,10,10,0,1,1,0,0,7,11,7,12.625,0,8,11,8,12.5125,12.7,-1.7
685,12,1,10,10,0,1,0,0,0,7,12,4,11.5,0,7,14,3,12.333333333333334,16.2,-0.92
686,6,1,10,10,1,1,0,0,0,5,8,4,13.25,0,5,10,4,10.5,12.7,-1.7
687,12,1,6,6,1,1,0,0,0,7,9,7,12.60625,0,8,12,6,11.9,12.4,1.79
688,10,1,10,10,0,1,1,0,0,6,11,5,11.142857142857142,0,6,8,6,12.285714285714286,16.2,-0.92
689,9,1,10,8,1,1,0,0,0,5,9,1,10.0,0,5,10,1,11.0,7.6,0.32
690,11,1,6,8,1,1,0,0,0,6,8,6,11.666666666666666,0,6,10,4,11.5,13.9,0.79
691,14,1,5,5,0,1,1,0,0,6,8,6,14.0,0,6,7,6,13.142857142857142,11.1,2.02
692,8,1,1,1,0,1,0,0,0,5,9,0,0.0,0,5,9,0,0.0,10.8,1.74
693,12,1,5,5,1,1,0,0,0,8,9,7,12.04142857142857,0,8,9,7,12.04142857142857,10.8,1.74
694,2,1,8,8,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79
695,16,1,6,6,1,1,0,0,0,6,8,4,12.25,0,6,13,3,10.333333333333334,12.7,-1.7
696,6,1,6,6,1,1,0,0,0,6,7,6,15.571428571428571,0,6,8,6,16.375,12.4,1.79
697,8,1,5,5,0,1,0,0,0,6,7,6,15.571428571428571,0,6,7,6,14.714285714285714,11.1,2.02
698,10,1,32,35,1,1,1,0,0,6,8,5,11.6,0,6,8,4,11.75,8.9,3.51
699,9,1,2,10,0,1,0,0,0,5,9,3,12.0,0,5,11,4,13.625,10.8,1.74
700,12,1,10,5,0,1,1,0,0,8,9,8,13.63,0,8,9,8,13.63,9.4,-3.12
701,14,1,1,1,1,1,0,0,0,5,8,3,13.0,0,5,7,4,11.5,7.6,0.32
702,12,1,4,8,0,1,1,0,0,7,7,7,16.9,0,8,9,8,16.37777777777778,16.2,-0.92
703,10,1,6,9,1,1,0,0,0,6,10,5,12.0,0,6,11,4,12.0,16.2,-0.92
704,12,1,5,11,1,1,0,0,0,8,8,7,12.764285714285714,0,8,8,7,12.764285714285714,10.8,1.74
705,9,1,10,8,1,1,1,0,0,5,8,5,13.75,0,5,6,5,12.166666666666666,13.9,0.79
706,2,1,4,5,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,12.4,1.79
707,12,1,10,6,0,1,1,0,0,7,7,7,14.604285714285712,0,8,9,8,15.68333333333333,11.1,2.02
708,12,1,8,8,1,1,1,0,0,8,8,8,13.57625,0,8,8,8,13.57625,9.4,-3.12
709,10,1,8,8,1,1,1,0,0,6,7,6,15.142857142857142,0,6,6,6,15.833333333333334,12.7,-1.7
710,9,1,5,4,0,1,0,0,0,5,8,3,10.666666666666666,0,5,8,5,11.6,7.6,0.32
711,10,1,6,8,1,1,0,0,0,6,11,5,11.2,0,6,6,6,12.0,9.4,-3.12
712,12,1,5,9,1,1,0,0,0,8,8,8,13.76375,0,8,8,8,13.76375,9.4,-3.12
713,10,1,6,7,0,1,1,0,0,6,10,5,10.714285714285714,0,6,10,5,12.2,12.7,-1.7
714,10,1,5,5,1,1,0,0,0,6,6,6,12.166666666666666,0,6,7,6,11.666666666666666,9.4,-3.12
715,15,1,5,6,1,1,0,0,0,6,6,6,12.833333333333334,0,6,6,6,12.666666666666666,16.2,-0.92
716,12,1,2,2,1,1,0,0,0,8,8,7,13.925714285714283,0,8,8,7,13.925714285714283,10.8,1.74
717,12,1,5,4,1,1,0,0,0,7,7,7,13.44285714285714,0,8,9,8,13.744444444444444,16.2,-0.92
718,7,1,8,8,1,1,0,0,0,5,5,1,16.0,0,5,5,0,0.0,9.4,-3.12
719,4,1,10,10,1,1,0,0,0,6,8,6,13.125,0,6,10,6,13.2,16.2,-0.92
720,14,1,5,5,0,1,0,0,0,6,7,0,0.0,0,6,6,0,0.0,15.5,-4.06
721,16,1,6,6,0,1,0,0,0,7,11,1,10.0,0,7,7,1,13.0,16.2,-0.92
722,10,1,10,10,0,1,1,0,0,6,8,6,13.5,0,6,9,6,12.833333333333334,11.1,2.02
723,10,1,10,10,1,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,12.4,1.79
724,11,1,5,9,1,1,0,0,0,6,7,6,14.833333333333334,0,6,6,6,16.0,11.1,2.02
725,15,1,10,6,1,1,0,0,0,6,6,6,11.833333333333334,0,6,7,6,12.857142857142858,15.5,-4.06
726,14,1,8,9,1,1,1,0,0,6,10,5,12.0,0,6,11,5,12.333333333333334,11.1,2.02
727,10,1,8,9,1,1,0,0,0,6,11,4,12.75,0,6,7,6,11.333333333333334,7.6,0.32
728,8,1,6,6,1,1,1,0,0,6,7,0,0.0,0,6,16,1,10.0,11.1,2.02
729,10,1,6,6,1,1,0,0,0,6,6,6,12.0,0,6,7,6,12.857142857142858,11.1,2.02
730,13,1,8,8,1,1,0,0,0,7,9,7,11.677777777777775,0,8,8,8,13.8,12.7,-1.7
731,12,1,5,8,1,1,1,0,0,8,8,7,13.6,0,8,8,7,13.6,12.7,-1.7
732,6,1,10,10,1,1,0,0,0,6,7,6,16.0,0,6,8,6,15.875,12.4,1.79
733,10,1,4,4,1,1,0,0,0,6,9,5,11.8,0,6,7,6,11.5,7.6,0.32
734,15,1,10,10,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,12.4,1.79
735,16,1,8,4,0,1,1,0,0,6,7,6,16.142857142857142,0,6,10,6,16.2,9.4,-3.12
736,12,1,10,6,1,1,1,0,0,8,8,7,11.785714285714286,0,8,8,7,11.785714285714286,12.7,-1.7
737,12,1,5,6,1,1,1,0,0,8,8,8,13.42375,0,8,8,8,13.42375,9.4,-3.12
738,14,1,10,11,0,1,0,0,0,6,8,6,12.5,0,6,10,5,14.166666666666666,11.1,2.02
739,12,1,10,8,1,1,1,0,0,8,8,7,12.464285714285714,0,8,8,7,12.464285714285714,10.8,1.74
740,14,1,7,7,0,1,0,0,0,6,8,1,10.0,0,6,9,0,0.0,10.8,1.74
741,9,1,10,10,1,1,0,0,0,5,5,5,12.6,0,5,6,4,12.4,16.2,-0.92
742,9,1,10,9,1,1,0,0,0,5,7,2,10.0,0,5,6,4,12.0,7.6,0.32
743,16,1,8,9,0,1,0,0,0,7,7,0,0.0,0,6,0,0,0.0,8.9,3.51
744,11,1,5,8,1,1,0,0,0,6,8,6,12.166666666666666,0,6,6,6,13.5,11.1,2.02
745,14,1,10,8,1,1,0,0,0,6,10,4,13.6,0,6,7,5,12.666666666666666,11.1,2.02
746,10,1,10,10,1,1,1,0,0,6,7,6,11.714285714285714,0,6,8,6,12.625,13.9,0.79
747,12,1,8,10,1,1,1,0,0,8,8,7,13.024285714285714,0,8,8,7,13.024285714285714,10.8,1.74
748,7,1,5,5,0,1,1,0,0,5,6,5,17.333333333333332,0,5,8,5,18.571428571428573,12.4,1.79
749,14,1,6,8,0,1,1,0,0,5,7,4,11.0,0,5,7,4,11.5,9.4,-3.12
750,16,1,4,4,1,1,0,0,0,7,10,6,13.666666666666666,0,7,9,6,12.5,12.4,1.79
751,10,1,10,10,0,1,0,0,0,6,6,6,12.833333333333334,0,6,8,6,11.833333333333334,10.8,1.74
752,15,1,1,1,1,1,0,0,0,6,9,5,12.6,0,6,11,4,11.5,7.6,0.32
753,12,1,10,8,1,1,0,0,0,7,8,6,14.333333333333334,0,8,9,7,13.771428571428572,11.1,2.02
754,12,1,10,10,0,1,0,0,0,8,8,7,14.285714285714286,0,8,8,7,14.285714285714286,12.7,-1.7
755,14,1,1,1,1,1,0,0,0,5,5,0,0.0,0,5,5,0,0.0,7.6,0.32
756,12,1,10,7,0,1,0,0,0,7,10,4,12.6,0,7,9,5,12.38,12.4,1.79
757,9,1,4,5,0,1,0,0,0,5,7,3,12.333333333333334,0,5,5,0,0.0,8.9,3.51
758,2,1,3,3,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,15.5,-4.06
759,15,1,8,8,1,1,1,0,0,6,7,6,14.714285714285714,0,6,6,6,15.0,13.9,0.79
760,15,1,10,10,1,1,0,0,0,6,6,6,12.666666666666666,0,6,7,6,12.833333333333334,12.7,-1.7
761,9,1,6,8,1,1,1,0,0,5,5,5,13.4,0,5,6,5,12.2,12.7,-1.7
762,12,1,6,8,1,1,0,0,0,8,8,7,13.314285714285717,0,8,8,7,13.314285714285717,12.7,-1.7
763,12,1,10,10,1,1,0,0,0,8,8,7,11.98857142857143,0,8,8,7,11.98857142857143,10.8,1.74
764,6,1,10,7,1,1,1,0,0,6,13,6,16.46153846153846,0,6,8,6,13.875,15.5,-4.06
765,15,1,10,6,1,1,1,0,0,6,7,6,13.666666666666666,0,6,6,6,12.833333333333334,10.8,1.74
